comment_er,level,comment_time,caption,content,support,object,feedback
Voll-Los,推荐,2021-11-08 06:25:55,很典型的韓式政治現實影射向的劇，用力依然很猛，架子拉得很大但總體hold住了,沒想到這種很容易流於爛俗的套路居然被韓國人給hold住了。以下一些記錄1.看第一集時：不知道為什麽都在說這個，好像成為了一種文化現象。看完第一集大概就是大逃殺，飢餓遊戲，人類清除計劃那種糅合起來的韓國版，一種資本主義deep面的富人景觀的想象性呈現（畢竟真的你也看不,,,0回应
sunshine,暂无评价,2021-11-08 01:05:12,鱿鱼游戏,没有选择在这部剧最火的时候去打卡，因为很多时候我并不觉得大众喜欢的我一定要去跟随，偶尔不合群，其实更得我心。9集花了我整个周末时间，距看完大结局已过去了1个半小时，本来特别困的我，却突然睡不着了，在想明天穿什么、工作安排、朋友工作等等，但最影响我失眠的原因还,,,0回应
到底是不是過敏,推荐,2021-11-08 00:29:35,結局反轉得太令人驚懼了，難怪會是爆款劇！,竟然被面具下皺紋的手的伏筆給唬弄過去了，給看走眼了沒發現跟老人的連結🌚🌚🌚誰叫我太專心思考他們的遊戲跟緊張找哥哥的刑警帥哥會不會曝光了(/ω＼)也一直以為哥哥是孔劉哈哈哈結果不是🌚🌚🌚但好可惜的是集數太少了，但其實是可以做很大的劇情、希望如果有,,,0回应
海鸥,暂无评价,2021-11-08 00:16:24,糙而不糙,剧情和细节安排的有点太糙了，节奏快的有点跳跃……不过细节总觉得在阴郁什么，看看吴一男的面罩，其余几位贵宾的面罩，来自不同国家的贵宾，有所指吗？还有六个游戏，像不像一个人生……1、一二三木头人：20来岁无疑是一个重要的人生关卡，我们通过求学或者创业等各种途径,,,0回应
傲慢与偏见,推荐,2021-11-07 23:33:32,鱿鱼游戏之剧情bug,剧情bug：夫妻组丈夫赢了弹珠却接受不了结局，那当初还赢个锤子！老外vip明明被打了，后来却没见他发飙，这难道是VIP的“修养”？警察哥哥没摘面具，警察弟弟在生死之际开枪却没打中要害，这可是你最后一颗子弹啊！明明准备了456亿奖金，VIP打赌居然是100万美元，这也太掉价了,,,0回应
凯迪,较差,2021-11-07 23:05:24,《鱿鱼游戏》简要剧评总结,首先来说下剧情把重心更多的是放在了残酷的游戏项目中，期间的游戏有三二一木头人、饼干去形块、组团拔河、顺序玻璃桥、同伴弹珠和最后一个两人攻守占据游戏名叫“鱿鱼游戏”，我寻思着跟我们小时候玩的“咯噔逮”是不是有点像。真就看完了让人直呼难受，充满着矛盾与冲突、血,1,,0回应
子语,推荐,2021-11-07 19:47:41,《鱿鱼游戏》：以儿童游戏揭露人性底线,说它是2021爽剧top1大概没有人会提出质疑吧？刚开始觉得《鱿鱼游戏》这个名字不明觉厉，后来发现原来这是韩国人民的传统游戏。更是本剧终极通关挑战赛名称！剧中针对现实生活里濒临绝境的loser发出了邀请卡，参加游戏即有机会赢得巨额财富改变人生。以六个游戏串联主剧情，以,,,0回应
Ashley,还行,2021-11-07 16:09:02,不知其所以然,就别人推荐说很好看来的，两天就匆匆忙忙看完了，没有想完整看完的欲望，只是为了剧情而去追完，这就是平白无故地很多暴力，如果只是为了看他们玩游戏，为什么一定非要动用暴力，非要有伤亡？看完就很多疑问。但是从题材来说很新颖，有种暗黑童话故事的感觉，确实想表达韩国很,,,0回应
小花li,暂无评价,2021-11-07 12:18:52,肝疼hhhhhh,我滴妈呀～～～～～看完鱿鱼游戏后就感觉特别的可怕呜呜呜呜呜呜就是以前小孩的时候一直在想我是正义的还是邪恶的看完鱿鱼游戏为了自己的欲望不择手段而让别人牺牲的人后禁忌少女一样差不多顶楼一样特别让人心脏蹦来蹦去跳来跳去的感觉就是让人很痛苦到快乐的那种抓,,1,0回应
66,很差,2021-11-06 21:10:17,从鱿鱼游戏看美国土豪们的娱乐方式,感觉差别还是挺大的。有些土豪进入乐园在仿生人的世界烧杀淫掠，甚至跟仿生人谈起恋爱，引导仿生人觉醒起义；有些土豪通过VR设备变身数码巨龙，在异界以一敌万；还有些土豪每日吸毒操妹，开游艇办轰趴，顺便割韭菜转移资产；而鱿鱼游戏里面的土豪是投资几百亿韩元、乘坐24小时,,,0回应
阿苦,暂无评价,2021-11-06 21:09:25,看完之后的感想,男主是个伪圣父，人设完全立不住，从他对自己的母亲和女儿的行为，看不出是啥好人，怎么到游戏里就圣父的光辉照满大地了呢，但是到了生死关头，不也欺骗老人了吗？你倒是自己去死啊！！在玻璃桥上坐享其成通关之后就站在道德的制高点职责男二了，最无语的是最后双人pk的时候又,,,0回应
阿米莉鸭,力荐,2021-11-06 17:07:40,接受人性的复杂性,在生活中还是挺常见到因为利益关系分道扬镳，而大多数情况下都万万没有到电视剧生死之间的决策，就撕破脸了，我很纳闷明明是可以合作共赢的情景，却选择了分毫必争。甚至利他行为都变成了很异样的做法，到底是什么情况传达给大家这样的想法？和朋友聊天，因为这两年时间屡屡不,,,0回应
今天是个好天气,较差,2021-11-06 13:18:04,鱿鱼游戏：又一个绿茶圣母男主,看完简直无语了，男主真的是又绿茶又渣。一个中年男，天天打架，为了赌马偷母亲的养老钱，导致母亲的医保没钱交。对母亲平时就嘴上关心，实质上不管不问，连房租生活费都是高龄老母亲拿。母亲生病了需要一万块人民币做手术，渣到朋友都不借钱，借不到钱居然还跑去让前妻向现在,3,,0回应
珂十一。,力荐,2021-11-06 02:00:12,看过啦 鱿鱼,2021.11.624岁。很好啊！终于打卡了。超级喜欢女主。前面的game太刺激了一二三木有人大娃娃很惊艳群体射杀很精彩阿里人很好还救了男主一命。拔河也很棒太考验智商了原来还可以这么拔河男女老少都可以幸亏那个老头即大boss出的政策才能活下来。第二个酷酷的女生进来了,,,0回应
心洗偌芳,暂无评价,2021-11-05 19:45:53,鱿鱼游戏-为何而赌？,赌博是有钱人茶余饭后闲来无事找得乐子，也是赌徒深陷其中妄想翻身的幻觉！在这场有钱人是看客，走投无路的社会边缘人作为赌徒的赌博游戏里，暴露出的是复杂丑陋的人性，是舍本逐末的一时疯狂！社会中的边缘人，有一些自作孽，如暴徒、恶人、娼妓，也有一些是社会结构下的普,,,0回应
奇,较差,2021-11-05 18:17:10,强行铺垫续集导致爆死,就前八集来说剧的质量还是相当不错的，虽说节奏过慢，但开双倍速看的话就正好。遗憾的是第九集为了铺垫下一季而强行画蛇添足，绝大多数内容都是多余的。如果能在晚餐后的白刃战后直接决出胜负，或者在最后对手自裁后直接结束的话还是可以的。下季的铺垫的话坠崖的警察就够了，,,,0回应
求你了,还行,2021-11-05 15:21:20,省流小助手,"配点音乐，吧这个给补了吧！留半个小时回去把衣服凉了。炒菜自己是真不行，怀疑人生了，就是炒的难吃，唉，自己也尝不出来，早上起来感觉味觉丧失了一般ㄟ(▔,▔)ㄏ。在班里看的，每天中午肝一点，哈哈哈。正文：讲的就是一堆欠下高额债务的人聚在一起参加游戏。第一个游",,,0回应
不管三七二十一,暂无评价,2021-11-05 15:45:48,扯淡的鱿鱼游戏,最近叱咤各大电视榜的《鱿鱼游戏》被人们津津乐道，但也有很多人对它嗤之以鼻！我可能是中间者，既爱对它叨叨，又对它特别不忿。先说题材相关：暴力，谁不会似的？！很多暴力影视都很出彩，不一一列举。恐怖，也不恐怖，游戏玩输了，也不耽搁谁，一瓶水、一个鸡蛋、一个面,,,0回应
Dm北禾,较差,2021-11-05 09:22:10,笑点(槽点),男主一开始签了没还钱就要被拿走器官的协议。结果去参加了游戏之后，得了第一名，就没人问他追债了。奖金也不花，人也活的好好的。如果非得逻辑自洽的话，那就是追债的人拿了他妈的器官抵债了。要不就是被主角光环吓到了，不敢追了。自己一路躺赢了。回头打电话给组织者，质问,,,0回应
鐵西區的李子,暂无评价,2021-11-04 21:29:39,那些卑微到尘埃里的人,很多文章和播客提到过，《鱿鱼游戏》的爆红很不一样，它在西方世界受欢迎的程度超过东亚。我们也大体在微博和各类本土社交平台上或多或少看到过，很多以《鱿鱼游戏》为素材的西方世界高流量短视频被翻译后传到了国内。为什么是《鱿鱼游戏》？为什么这部剧在西方世界比在东方世,,,2回应
你看。。。小白,推荐,2021-11-04 23:50:38,没看其他剧评的瞎写一通,第一集很震撼，如果没被剧透过的话，但最后一集讲出导演的想法。视角定位在社会底层和贫富差距，和《小偷家族》、《寄生虫》甚至《罗马》一样，大导演对社会对个人的关注是有多深，选材多犀利。最后一集，吴一男临死前和成勋说的话，就是游戏本质，突显人性贪婪的本质，因为贪,,,0回应
爱吃冰的青豆,暂无评价,2021-11-04 18:37:14,小鱿鱼游戏小记录,破圈的时候看了很多周边视频，很像赌博默示录和要听神明的话。不过真正看完鱿鱼游戏，发现他的核心精神和这两者不一样。我觉得鱿鱼游戏是很美好的，童真的乐趣和公平以及成人的血腥竞争糅合在一起。这场游戏不单是底层人的改变阶层的机会，也是富人的乐趣，我理解为双赢。各取,,,0回应
芃芃行其野,力荐,2021-11-04 17:36:46,456的智商第二季能翻盘？,底层社会，活的就是辛苦又糟糕，在恶性循环中无法自拔，人性中的真与善，也在恶性循环中一层层的剥离。即使是胜利，换来的是巨额的奖金和空洞的内心。是一部爽剧的同时，也会想为什么会爽，游戏带来感官上的刺激，主线人物的生活中看到了现实的影子，相互交叉后，网友共鸣了。,1,,0回应
芃芃行其野,力荐,2021-11-04 17:32:01,456的智商第二季能翻盘？,底层社会，活的就是辛苦又糟糕，在恶性循环中无法自拔，人性中的真与善，也在恶性循环中一层层的剥离。即使是胜利，换来的是巨额的奖金和空洞的内心。是一部爽剧的同时，也会想为什么会爽，游戏带来感官上的刺激，主线人物的生活中看到了现实的影子，相互交叉后，共鸣了。序：,,,0回应
吸引财富,力荐,2021-11-04 15:50:15,鱿鱼游戏剧评,成奇勋、勋妈妈、勋前妻、勋女儿（佳英）、勋好友、鱿鱼游戏推荐人、尚佑妈妈、勋债主、共456人参加游戏第一个游戏：123木头人（淘汰255人，剩余201人）投票100比101，游戏中止得癌症老头（1吴一男）、曹尚佑（218）、姜晓（扒手67）、张德秀（101）、阿里（199）、没给,,,0回应
空三,推荐,2021-11-04 07:57:08,东拼西凑的一部剧，但凑的还算成功，值得一看,创意明显来自于《赌博默示录》，貌似又拼凑了一些《欺诈游戏》和《要听神明的话》。相比之下《鱿鱼游戏》气氛烘托未能达到赌博默示录的高度，原因有几点：配乐不够燃，叙事节奏太平，没有大张大合，对每个人的人性描述过于单一，缺少意想不到的反转，看前面一集就能猜到后面的,,,0回应
小爱,暂无评价,2021-11-04 12:46:37,也许我们依然能善良,《鱿鱼游戏》一部最近很火的韩剧，惊悚悬疑、人性探讨等噱头也很吸引我。韩剧的沉浸式体验还是做的很好，无论是温情派的《请回答1988》还是《鱿鱼游戏》，都让人参与感很强，仿佛双门洞的伙伴就是你的伙伴，鱿鱼游戏里下一个被淘汰的可能就是你，不得不跟着角色一起紧张、一边,,,0回应
