,user_name,reviews_title,user_reviews,rank
405,kskmah," Wow, but not in a good way.
","The acting in Squid Game is phenomenal. I've seen so many negative reviews based on the acting of the VIPS - in which you BARELY even see. It's the typical rich people acting - is it worth an Oscar... no, but the acting from the Korean cast is worthy of awards no doubt.Squid Game is a fun, fast paced ride I would take again. Highly recommend!",10
406,toxarbb," Great ""shoot"" Korea
",NAN,9
407,doubtitall," Extremely good dark action thriller except for one major flaw.
",Not original at all but refreshing to see this theme played by good Corean actors.Apparently the gender and bla agenda is not a must for Corean series. Which is fine by me.,9
408,rajashakaziz," Outstanding
",I must say i'm a big fan of kdram since childhood . And this is another level of kdrama.,9
409,david-fernandez," An absolute masterpiece
","...Which is saying something for TV today. A lot of reviewers here seem to be getting caught up technical or other sidebar issues w/ the series, all forgetting the simple fact it's a show, complete w/ weak, strong, good and bad moments. But it is most assuredly compelling TV without a doubt and hence my 8 rating. One episode had me in tears, while the 1st episode left a lot to be desired, some were extremely gripping, and certain aspects I could definitely quibble with. But overall, I hung in there throughout and would definitely recommend watching it, as it is compelling TV, and anything but boring! So go for it.",9
410,ambisai," ""Hell"" that you will ""love""
","This series isn't overrated to me. It's what I needed to see.Hldhyorljycljdtufuepiilufidyksutdhl.Kgtkskydytiskgsuifoydlhydkhl
Khkhsgkxitskgitsgxiykhkykykgkgkylhkykykyludykkykykykykyskylulukukydludlukydiyljiycljiymhgk.",8
411,badcgishark," An outstanding series that captures the best features of its contemporaries
","Make sure watch it
its amazingif u wana more excellent korean series?I offer u thisflower of evil
my dangrus wife
goblin
& hotel deluna.",5
412,personalacc-87247," Enjoyed every single one of the episodes!
","The thing is, for me at least, I had to ""forgive"" much of the script, there are big plot holes in the series that one has to just overlook to make it to the end and give it such high ratings.Don't get me wrong, I get this is not supposed to be taken literally, and some suspension of disbelief is necessary for most syfy series, but you have to be consistent with your own premise.(Side note, sorry if there're mistakes/misspellings, somethings up with my app it seems.)",5
413,Kanzaki_ken," Excellent series
",NAN,8
414,absam-50554," Magnificent short show.
","Sadly and stupidly I watched every episode.Easily predictable on what happens and who's who.The acting is woeful with even worse dubbing. If I can remember who recommended this to me, i'd throw them in the stupid game myself for wasting 9 hours of my life on utter dross.It's not unique it's not different. It's all been done before or similar and there is zero suspense or surpriseIf I can save just one single soul from watching this my job is done.",3
415,absam-50554," Magnificent show
",The people's bar hit that low ? People who whatched real thrills they really think that is enjoyable!? Or it is all about the tik tok generation. The public tatste tendency is horrifying.,2
416,Applecrumbless," Average thriller with A Class cameos
","So good to see a truly entertaining TV show for a change, enjoyed every single episode, a big round of applause for Korean entertainment. And don't worry about the bad VIPs, they're not in it for long and the masks are beautiful.",6
417,kyrross," Great idea, well executed, outdated trope and over the top acting
","Entertaining enough. The main character is super annoying. The end (explanation) is plain weak and goes ridiculously against human nature, therefore it weakens the premise of the 'games'.",10
418,alex_antoniu," Great marketing
","Probably one of the most cliché, ""battle royale"" kind of storyline... BUT... It was still very gripping, intense, and entertaining. Definitely a binge worthy show! I can really see the typical K-drama elements in this show - you know, the unnecessary and far-fetched plot twist that almost makes you feel like it's trying to make up for something? Yeah, that. I could probably list all the cliché and predictable moments in this show but I don't want to spoil it for anyone.However, I can't deny the fact that this really did get me binge watching for 2 days. Perhaps, it's the great acting or the overly indulgent storyline - I'm not sure but I was hooked.",1
